the_master_key_01_f000001|The Master Key.|The Master Key.
the_master_key_12_f000005|If I don't take a hand there probably won't be a Republic of France very long and, as a good American, I prefer a republic to a monarchy.|If I don't take a hand there probably won't be a Republic of France very long and, as a good American, I prefer a republic to a monarchy.
the_master_key_12_f000006|Then he walked down-stairs and found his English-speaking waiter.|Then he walked down-stairs and found his English-speaking waiter.
the_master_key_12_f000007|Where's President Loubet? he asked.|Where's President Loubet? he asked.
the_master_key_12_f000008|Ze President!|Ze President!
the_master_key_12_f000009|Ah, he is wiz his mansion.|Ah, he is wiz his mansion.
the_master_key_12_f000010|To be at his residence, M'sieur.|To be at his residence, M'sieur.
the_master_key_12_f000011|Where is his residence?|Where is his residence?
the_master_key_12_f000012|The waiter began a series of voluble and explicit directions which so confused the boy that he exclaimed: Oh, much obliged!|The waiter began a series of voluble and explicit directions which so confused the boy that he exclaimed: Oh, much obliged!
the_master_key_12_f000013|and walked away in disgust.|and walked away in disgust.
the_master_key_12_f000014|Gaining the street he approached a gendarme and repeated his question, with no better result than before, for the fellow waved his arms wildly in all directions and roared a volley of incomprehensible French phrases that conveyed no meaning whatever.|Gaining the street he approached a gendarme and repeated his question, with no better result than before, for the fellow waved his arms wildly in all directions and roared a volley of incomprehensible French phrases that conveyed no meaning whatever.
the_master_key_12_f000015|If ever I travel in foreign countries again, said Rob, I'll learn their lingo in advance.|If ever I travel in foreign countries again, said Rob, I'll learn their lingo in advance.
the_master_key_12_f000016|Why doesn't the Demon get up a conversation machine that will speak all languages?|Why doesn't the Demon get up a conversation machine that will speak all languages?
the_master_key_12_f000017|By dint of much inquiry, however, and after walking several miles following ambiguous directions, he managed to reach the residence of President Loubet.|By dint of much inquiry, however, and after walking several miles following ambiguous directions, he managed to reach the residence of President Loubet.
the_master_key_12_f000018|But there he was politely informed that the President was busily engaged in his garden, and would see no one.|But there he was politely informed that the President was busily engaged in his garden, and would see no one.
the_master_key_12_f000019|That's all right, said the boy, calmly.|That's all right, said the boy, calmly.
the_master_key_12_f000020|If he's in the garden I'll have no trouble finding him.|If he's in the garden I'll have no trouble finding him.
the_master_key_12_f000021|Then, to the amazement of the Frenchmen, Rob shot into the air fifty feet or so, from which elevation he overlooked a pretty garden in the rear of the President's mansion.|Then, to the amazement of the Frenchmen, Rob shot into the air fifty feet or so, from which elevation he overlooked a pretty garden in the rear of the President's mansion.
the_master_key_12_f000022|The place was protected from ordinary intrusion by high walls, but Rob descended within the enclosure and walked up to a man who was writing at a small table placed under the spreading branches of a large tree.|The place was protected from ordinary intrusion by high walls, but Rob descended within the enclosure and walked up to a man who was writing at a small table placed under the spreading branches of a large tree.
the_master_key_12_f000023|Is this President Loubet?|Is this President Loubet?
the_master_key_12_f000024|he inquired, with a bow.|he inquired, with a bow.
the_master_key_12_f000025|The gentleman looked up.|The gentleman looked up.
the_master_key_12_f000026|My servants were instructed to allow no one to disturb me, he said, speaking in excellent English.|My servants were instructed to allow no one to disturb me, he said, speaking in excellent English.
the_master_key_12_f000027|It isn't their fault; I flew over the wall, returned Rob.|It isn't their fault; I flew over the wall, returned Rob.
the_master_key_12_f000028|The fact is, he added, hastily, as he noted the President's frown, I have come to save the Republic; and I haven't much time to waste over a bundle of Frenchmen, either.|The fact is, he added, hastily, as he noted the President's frown, I have come to save the Republic; and I haven't much time to waste over a bundle of Frenchmen, either.
the_master_key_12_f000029|The President seemed surprised.|The President seemed surprised.
the_master_key_12_f000030|Your name! he demanded, sharply.|Your name! he demanded, sharply.
the_master_key_12_f000031|Robert Billings Joslyn, United States of America!|Robert Billings Joslyn, United States of America!
the_master_key_12_f000032|Your business, Monsieur Joslyn!|Your business, Monsieur Joslyn!
the_master_key_12_f000033|Rob drew the Record from his pocket and placed it upon the table.|Rob drew the Record from his pocket and placed it upon the table.
