poisoned_pen_01_f000001|THE POISONED PEN.|THE POISONED PEN.
poisoned_pen_08_f000069|But protection against employees who can manipulate books and records does not seem to have advanced as rapidly. Sometimes I think it may have lessened.|But protection against employees who can manipulate books and records does not seem to have advanced as rapidly. Sometimes I think it may have lessened.
poisoned_pen_08_f000070|Greater temptations assail the cashier or clerk with greater opportunity for speculation, and the banks, as many authorities will agree, have not made enough use of the machinery available to put a stop to embezzlement.|Greater temptations assail the cashier or clerk with greater opportunity for speculation, and the banks, as many authorities will agree, have not made enough use of the machinery available to put a stop to embezzlement.
poisoned_pen_08_f000071|This case is evidently one of the results.|This case is evidently one of the results.
poisoned_pen_08_f000072|The careless fellows at the top, like this man Carroll whom we are going to see,|The careless fellows at the top, like this man Carroll whom we are going to see,
poisoned_pen_08_f000073|generally put forward as excuse the statement that the science of banking and of business is so complex that a rascal with ingenuity enough to falsify the books is almost impossible of detection.|generally put forward as excuse the statement that the science of banking and of business is so complex that a rascal with ingenuity enough to falsify the books is almost impossible of detection.
poisoned_pen_08_f000074|Yet when the cat is out of the bag as in several recent cases the methods used are often of the baldest and most transparent sort, fictitious names,|Yet when the cat is out of the bag as in several recent cases the methods used are often of the baldest and most transparent sort, fictitious names,
poisoned_pen_08_f000075|dummies, and all sorts of juggling and kiting of checks.|dummies, and all sorts of juggling and kiting of checks.
poisoned_pen_08_f000076|But I hardly think this is going to prove one of those simple cases.|But I hardly think this is going to prove one of those simple cases.
poisoned_pen_08_f000077|John Carroll Was a haggard and unkempt sort of man. He looked to me as if the defalcations had preyed on his mind until they had become a veritable obsession.|John Carroll Was a haggard and unkempt sort of man. He looked to me as if the defalcations had preyed on his mind until they had become a veritable obsession.
poisoned_pen_08_f000078|It was literally true that they were all that he could talk about, all that he was thinking about. He was paying now a heavy penalty for having been a dummy and honorary officer.|It was literally true that they were all that he could talk about, all that he was thinking about. He was paying now a heavy penalty for having been a dummy and honorary officer.
poisoned_pen_08_f000079|This thing has become a matter of life and death with me, he began eagerly, scarcely waiting for us to introduce ourselves, as he fixed his unnaturally bright eyes on us anxiously.|This thing has become a matter of life and death with me, he began eagerly, scarcely waiting for us to introduce ourselves, as he fixed his unnaturally bright eyes on us anxiously.
poisoned_pen_08_f000080|I've simply got to find the man who has so nearly wrecked the By-Products Bank and Company. Find him or not, I suppose I am a ruined man, myself,|I've simply got to find the man who has so nearly wrecked the By-Products Bank and Company. Find him or not, I suppose I am a ruined man, myself,
poisoned_pen_08_f000081|but I hope I may still prove myself honest.|but I hope I may still prove myself honest.
poisoned_pen_08_f000082|He sighed and his eyes wandered vacantly out of the window as if he were seeking rest and could not find it.|He sighed and his eyes wandered vacantly out of the window as if he were seeking rest and could not find it.
poisoned_pen_08_f000083|I understand that the cashier, Bolton Brown, has been arrested, prompted Kennedy.|I understand that the cashier, Bolton Brown, has been arrested, prompted Kennedy.
poisoned_pen_08_f000084|Yes, Bolton Brown, arrested, he repeated slowly, and since he has been out on bail he, too, seems to have disappeared. Now let me tell you about what I think of that, Kennedy.|Yes, Bolton Brown, arrested, he repeated slowly, and since he has been out on bail he, too, seems to have disappeared. Now let me tell you about what I think of that, Kennedy.
